"","date","COMID","name"
"10523",2014-04-21,17586940,"southwestern pond turtle"
"10524",2017-04-03,17586940,"southwestern pond turtle"
"10526",2015-03-26,17586482,"southwestern pond turtle"
"10527",2014-04-04,17586482,"southwestern pond turtle"
"10528",2015-03-19,17585734,"rainbow trout"
"10529",2015-02-18,17585734,"rainbow trout"
"10531",2015-05-12,17585734,"rainbow trout"
"10532",2017-04-20,17585734,"rainbow trout"
"10533",2014-03-12,17586972,"southwestern pond turtle"
"10534",2016-02-25,17586972,"southwestern pond turtle"
"10535",2015-03-23,17586972,"southwestern pond turtle"
"10536",2017-03-14,17586972,"southwestern pond turtle"
"10537",2015-03-09,17586972,"southwestern pond turtle"
"10538",2014-04-09,17586972,"southwestern pond turtle"
"10539",2017-04-18,17586972,"southwestern pond turtle"
"10544",2014-04-21,17586972,"southwestern pond turtle"
"10545",2017-04-03,17586972,"southwestern pond turtle"
"10549",2016-03-09,17586972,"southwestern pond turtle"
"10550",2014-04-18,17587602,"southwestern pond turtle"
"10551",2017-02-13,17587602,"southwestern pond turtle"
"10552",2013-03-13,17587602,"rainbow trout"
"10553",2013-03-14,17585768,"rainbow trout"
"10555",2014-04-11,17585768,"rainbow trout"
"10557",2017-04-24,17585768,"rainbow trout"
"10558",2015-04-15,17585768,"rainbow trout"
"10559",2016-04-21,17585768,"rainbow trout"
"10560",2014-05-09,17585768,"rainbow trout"
"10561",2015-03-02,17587578,"southwestern pond turtle"
"10562",2016-03-23,17587578,"southwestern pond turtle"
"10565",2017-05-04,17587578,"southwestern pond turtle"
"10566",2015-12-15,17587578,"southwestern pond turtle"
"10567",2015-04-28,17587578,"southwestern pond turtle"
"10569",2016-05-03,17587578,"southwestern pond turtle"
"10570",2016-04-14,17587578,"rainbow trout"
"10571",2016-02-24,17587578,"southwestern pond turtle"
"10573",2015-05-19,17587578,"southwestern pond turtle"
"10574",2015-03-10,17587720,"southwestern pond turtle"
"10575",2017-04-18,17587720,"southwestern pond turtle"
"10576",2016-04-20,17587720,"southwestern pond turtle"
"10579",2017-03-16,17587720,"southwestern pond turtle"
"10580",2014-04-18,17586816,"southwestern pond turtle"
"10581",2015-05-28,17586816,"southwestern pond turtle"
"10582",2015-02-18,17585776,"rainbow trout"
"10583",2015-02-04,17585776,"rainbow trout"
"10584",2015-03-04,17585776,"rainbow trout"
"10586",2015-04-27,17585776,"southwestern pond turtle"
"10587",2015-04-28,17585776,"rainbow trout"
"10588",2014-04-18,17586678,"southwestern pond turtle"
"10589",2017-03-14,17586678,"southwestern pond turtle"
"10590",2017-03-20,948070367,"southwestern pond turtle"
"10591",2015-03-26,948070367,"southwestern pond turtle"
"10592",2015-04-09,948070367,"southwestern pond turtle"
"10593",2017-03-08,948070367,"southwestern pond turtle"
"10594",2015-06-01,17585798,"southwestern pond turtle"
"10595",2014-04-10,17587606,"southwestern pond turtle"
"10597",2015-05-20,17587606,"southwestern pond turtle"
"10598",2016-01-28,17587606,"southwestern pond turtle"
"10614",2017-04-20,17587606,"southwestern pond turtle"
"10615",2015-03-24,17587606,"southwestern pond turtle"
"10622",2015-01-21,17587606,"southwestern pond turtle"
"10627",2017-03-28,17587606,"southwestern pond turtle"
"10630",2016-04-19,17587606,"southwestern pond turtle"
"10636",2015-02-18,17587606,"southwestern pond turtle"
"10644",2015-04-21,17587606,"southwestern pond turtle"
"10650",2017-05-02,17587606,"southwestern pond turtle"
"10662",2017-05-15,17587606,"southwestern pond turtle"
"10664",2017-03-14,17587606,"southwestern pond turtle"
"10667",2016-03-22,17587606,"southwestern pond turtle"
"10669",2013-01-17,948070373,"rainbow trout"
"10670",2013-03-12,948070373,"southwestern pond turtle"
"10671",2014-03-27,948070373,"southwestern pond turtle"
"10672",2016-02-25,17586992,"southwestern pond turtle"
"10673",2014-03-26,17586992,"southwestern pond turtle"
"10675",2017-03-14,17586992,"southwestern pond turtle"
"10678",2016-12-28,17586992,"southwestern pond turtle"
"10679",2014-04-09,17586992,"southwestern pond turtle"
"10681",2017-04-18,17586992,"southwestern pond turtle"
"10682",2015-02-23,17586992,"southwestern pond turtle"
"10683",2017-04-03,17586992,"southwestern pond turtle"
"10688",2016-03-09,17586992,"southwestern pond turtle"
"10689",2015-02-26,17586488,"southwestern pond turtle"
"10690",2015-03-26,17586488,"southwestern pond turtle"
"10691",2017-04-05,17586488,"southwestern pond turtle"
"10692",2014-04-04,17586488,"rainbow trout"
"10693",2015-03-12,17586488,"southwestern pond turtle"
"10695",2009-07-17,17586488,"least bell's vireo"
"10696",2015-04-13,17585756,"rainbow trout"
"10704",2015-02-18,17585756,"rainbow trout"
"10708",2016-04-11,17585756,"rainbow trout"
"10709",2015-04-02,17585756,"rainbow trout"
"10715",2017-05-04,17585756,"rainbow trout"
"10716",2015-06-01,17585756,"rainbow trout"
"10718",2015-05-12,17585756,"rainbow trout"
"10722",2015-03-19,17585756,"rainbow trout"
"10723",2017-04-20,17585756,"rainbow trout"
"10724",2015-04-28,17585756,"rainbow trout"
"10729",2016-02-10,17585756,"rainbow trout"
"10741",2015-02-18,17585756,"southwestern pond turtle"
"10756",2015-04-02,17585756,"southwestern pond turtle"
"10770",2017-05-25,17585756,"rainbow trout"
"10783",2016-03-24,17585756,"rainbow trout"
"10786",2016-03-24,17585756,"southwestern pond turtle"
"10793",2015-06-01,17585756,"southwestern pond turtle"
"10794",2016-02-24,17585756,"rainbow trout"
"10815",2015-03-19,17585756,"southwestern pond turtle"
"10828",2015-05-12,17585756,"southwestern pond turtle"
"10841",2017-04-20,17585756,"southwestern pond turtle"
"10846",2016-12-22,17585756,"southwestern pond turtle"
"10847",2016-05-02,17585756,"rainbow trout"
"10853",2015-04-28,17585756,"southwestern pond turtle"
"10862",2015-03-30,17585758,"rainbow trout"
"10863",2015-04-14,17585758,"rainbow trout"
"10864",2015-04-27,17585758,"rainbow trout"
"10865",2015-06-01,17585758,"southwestern pond turtle"
"10866",2016-05-03,17585758,"rainbow trout"
"10867",2015-12-15,17585758,"rainbow trout"
"10868",2017-03-22,17585758,"southwestern pond turtle"
"10876",2015-02-04,17585758,"rainbow trout"
"10879",2016-03-28,17585758,"southwestern pond turtle"
"10880",2015-03-04,17585758,"rainbow trout"
"10882",2015-03-04,17585758,"southwestern pond turtle"
"10883",2015-04-14,17585758,"southwestern pond turtle"
"10886",2016-04-14,17585758,"southwestern pond turtle"
"10887",2015-05-12,17585758,"rainbow trout"
"10889",2015-03-17,17585758,"southwestern pond turtle"
"10890",2015-03-17,17585758,"rainbow trout"
"10894",2016-02-09,17585758,"southwestern pond turtle"
"10895",2014-02-13,17585834,"rainbow trout"
"10896",2015-12-22,17586470,"southwestern pond turtle"
"10897",2015-02-10,17586470,"southwestern pond turtle"
"10898",2014-04-18,17586736,"southwestern pond turtle"
"10899",2015-03-25,17586736,"southwestern pond turtle"
"10900",2014-03-17,17586736,"southwestern pond turtle"
"10901",2013-03-13,17586736,"rainbow trout"
"10902",2016-05-10,17586736,"southwestern pond turtle"
"10905",2013-02-27,17586736,"rainbow trout"
"10912",2015-05-05,17586736,"southwestern pond turtle"
"10920",2016-04-19,17586736,"southwestern pond turtle"
"10921",2013-03-13,17586736,"southwestern pond turtle"
"10922",2014-05-16,17586736,"southwestern pond turtle"
"10923",2017-03-14,17586736,"southwestern pond turtle"
"10926",2015-03-11,17586736,"southwestern pond turtle"
"10929",2015-12-21,17586736,"southwestern pond turtle"
"10930",2015-05-28,17586736,"southwestern pond turtle"
"10931",2004-11-20,17587704,"rainbow trout"
"10932",2004-11-20,17587704,"arroyo chub"
"10933",2004-11-20,17587704,"santa ana sucker"
"10934",2015-05-06,17586486,"southwestern pond turtle"
"10935",2010-05-01,17570169,"arroyo toad"
"10936",2011-05-01,17570169,"arroyo toad"
"10937",2012-05-01,17570169,"arroyo toad"
"10938",2013-05-01,17570169,"arroyo toad"
"10939",2014-05-01,17570169,"arroyo toad"
"10940",2015-05-01,17570169,"arroyo toad"
"10941",2016-05-01,17570169,"arroyo toad"
"10942",2017-05-01,17570169,"arroyo toad"
"10959",1991-05-01,17570169,"arroyo toad"
"10960",1992-05-01,17570169,"arroyo toad"
"10961",2002-05-01,17570169,"arroyo toad"
"10962",2003-05-01,17570169,"arroyo toad"
"10963",2004-05-01,17570169,"arroyo toad"
"10964",2005-05-01,17570169,"arroyo toad"
"10977",2017-05-01,17570169,"southwestern pond turtle"
"10978",2004-11-20,17574757,"rainbow trout"
"10980",2004-11-20,17574757,"arroyo chub"
"10982",2004-11-20,17574757,"santa ana sucker"
"10984",2004-10-29,17567725,"rainbow trout"
"10986",2004-11-29,17567725,"rainbow trout"
"10987",2004-10-29,17567725,"arroyo chub"
"10989",2004-11-29,17567725,"arroyo chub"
"10990",2004-10-29,17567725,"santa ana sucker"
"10992",2004-11-29,17567725,"santa ana sucker"
"10993",2004-12-10,17569517,"rainbow trout"
"10995",2004-12-10,17569517,"arroyo chub"
"10997",2004-12-10,17569517,"santa ana sucker"
"10999",2004-11-20,17567491,"rainbow trout"
"11000",2004-11-20,17567491,"arroyo chub"
"11001",2004-11-20,17567491,"santa ana sucker"
"11002",2004-10-05,17568061,"rainbow trout"
"11003",2004-10-04,17568061,"rainbow trout"
"11006",2004-10-05,17568061,"arroyo chub"
"11007",2004-10-04,17568061,"arroyo chub"
"11010",2004-10-05,17568061,"santa ana sucker"
"11011",2004-10-04,17568061,"santa ana sucker"
"11014",2004-11-15,17572837,"rainbow trout"
"11015",2004-11-15,17572837,"arroyo chub"
"11016",2004-11-15,17572837,"santa ana sucker"
"11017",2007-07-28,17574449,"santa ana sucker"
"11021",2007-07-28,17574449,"arroyo chub"
"11112",2007-07-28,17574449,"rainbow trout"
"11113",2008-06-11,17569279,"rainbow trout"
"11114",2008-06-11,17569279,"arroyo chub"
"11115",2008-06-11,17569279,"santa ana sucker"
"11128",2004-12-10,17569279,"rainbow trout"
"11130",2004-12-10,17569279,"arroyo chub"
"11132",2004-12-10,17569279,"santa ana sucker"
"11134",2004-11-15,17572795,"rainbow trout"
"11136",2004-11-15,17572795,"arroyo chub"
"11138",2004-11-15,17572795,"santa ana sucker"
"11140",2004-10-14,17567999,"rainbow trout"
"11141",2004-10-15,17567999,"rainbow trout"
"11142",2004-10-14,17567999,"arroyo chub"
"11143",2004-10-15,17567999,"arroyo chub"
"11144",2004-10-14,17567999,"santa ana sucker"
"11145",2004-10-15,17567999,"santa ana sucker"
"11146",2004-12-10,17569659,"rainbow trout"
"11147",2004-12-10,17569659,"arroyo chub"
"11148",2004-12-10,17569659,"santa ana sucker"
"11149",2004-12-10,17569745,"rainbow trout"
"11150",2004-12-10,17569745,"arroyo chub"
"11151",2004-12-10,17569745,"santa ana sucker"
"11152",1995-06-11,17575747,"arroyo chub"
"11153",1995-06-11,17575747,"santa ana sucker"
"11156",2016-08-12,17575747,"least bell's vireo"
"11158",2000-04-12,17575747,"least bell's vireo"
"11159",2000-04-28,17575747,"least bell's vireo"
"11160",2000-05-10,17575747,"least bell's vireo"
"11161",2000-05-23,17575747,"least bell's vireo"
"11162",2000-06-15,17575747,"least bell's vireo"
"11163",2000-06-28,17575747,"least bell's vireo"
"11164",2000-07-18,17575747,"least bell's vireo"
"11165",2000-07-26,17575747,"least bell's vireo"
"11166",2001-04-17,17575747,"least bell's vireo"
"11167",2001-04-26,17575747,"least bell's vireo"
"11168",2001-05-11,17575747,"least bell's vireo"
"11169",2001-05-17,17575747,"least bell's vireo"
"11170",2001-06-12,17575747,"least bell's vireo"
"11171",2001-06-23,17575747,"least bell's vireo"
"11172",2001-07-06,17575747,"least bell's vireo"
"11173",2001-07-16,17575747,"least bell's vireo"
"11174",2003-04-17,17575747,"least bell's vireo"
"11175",2003-04-29,17575747,"least bell's vireo"
"11176",2003-05-15,17575747,"least bell's vireo"
"11177",2003-05-29,17575747,"least bell's vireo"
"11178",2003-06-10,17575747,"least bell's vireo"
"11179",2003-06-27,17575747,"least bell's vireo"
"11180",2003-07-03,17575747,"least bell's vireo"
"11181",2003-07-14,17575747,"least bell's vireo"
"11182",2005-04-29,17575747,"least bell's vireo"
"11183",2005-05-11,17575747,"least bell's vireo"
"11184",2005-05-25,17575747,"least bell's vireo"
"11185",2005-06-05,17575747,"least bell's vireo"
"11186",2005-06-15,17575747,"least bell's vireo"
"11187",2005-06-27,17575747,"least bell's vireo"
"11188",2005-07-07,17575747,"least bell's vireo"
"11189",2005-07-17,17575747,"least bell's vireo"
"11190",2004-11-19,17574589,"rainbow trout"
"11193",2004-11-19,17574589,"arroyo chub"
"11196",2004-11-19,17574589,"santa ana sucker"
"11199",2004-10-30,17568573,"rainbow trout"
"11201",2004-10-30,17568573,"arroyo chub"
"11203",2004-10-30,17568573,"santa ana sucker"
"11205",2004-10-05,17568133,"rainbow trout"
"11207",2004-10-05,17568133,"arroyo chub"
"11209",2004-10-05,17568133,"santa ana sucker"
"11211",2017-05-04,17572783,"rainbow trout"
"11214",2017-05-16,17572783,"rainbow trout"
"11216",2017-04-06,17572783,"rainbow trout"
"11219",2004-11-16,17572783,"rainbow trout"
"11225",2004-11-16,17572783,"arroyo chub"
"11231",2004-11-16,17572783,"santa ana sucker"
"11237",2008-06-16,17569977,"rainbow trout"
"11242",2008-06-16,17569977,"santa ana sucker"
"11243",2008-06-16,17569977,"arroyo chub"
"11256",2004-10-13,17568145,"rainbow trout"
"11258",2004-10-13,17568145,"arroyo chub"
"11260",2004-10-13,17568145,"santa ana sucker"
"11262",2004-10-13,17568127,"rainbow trout"
"11264",2004-10-13,17568127,"arroyo chub"
"11266",2004-10-13,17568127,"santa ana sucker"
"11268",2004-12-10,17567437,"rainbow trout"
"11269",2004-12-10,17567437,"arroyo chub"
"11270",2004-12-10,17567437,"santa ana sucker"
"11271",2004-11-20,17567779,"rainbow trout"
"11272",2004-11-20,17567779,"arroyo chub"
"11273",2004-11-20,17567779,"santa ana sucker"
"11274",2004-09-16,17567717,"rainbow trout"
"11275",2004-09-16,17567717,"arroyo chub"
"11276",2004-09-16,17567717,"santa ana sucker"
"11277",1995-06-11,17574547,"arroyo chub"
"11278",1995-06-11,17574547,"santa ana sucker"
"11313",1995-05-22,17574547,"southwestern pond turtle"
"11315",1995-05-23,17574547,"southwestern pond turtle"
"11317",1995-05-24,17574547,"southwestern pond turtle"
"11319",1995-05-25,17574547,"southwestern pond turtle"
"11321",1995-05-26,17574547,"southwestern pond turtle"
"11323",1995-05-17,17574547,"arroyo toad"
"11325",1995-05-18,17574547,"arroyo toad"
"11327",1995-05-24,17574547,"arroyo toad"
"11329",1995-05-25,17574547,"arroyo toad"
"11331",1995-06-06,17574547,"arroyo toad"
"11333",2000-04-12,17574547,"least bell's vireo"
"11334",2000-04-28,17574547,"least bell's vireo"
"11335",2000-05-10,17574547,"least bell's vireo"
"11336",2000-05-23,17574547,"least bell's vireo"
"11337",2000-06-15,17574547,"least bell's vireo"
"11338",2000-06-29,17574547,"least bell's vireo"
"11339",2000-07-19,17574547,"least bell's vireo"
"11340",2000-07-26,17574547,"least bell's vireo"
"11341",2001-04-17,17574547,"least bell's vireo"
"11342",2001-04-28,17574547,"least bell's vireo"
"11343",2001-05-11,17574547,"least bell's vireo"
"11344",2001-05-17,17574547,"least bell's vireo"
"11345",2001-06-12,17574547,"least bell's vireo"
"11346",2001-06-23,17574547,"least bell's vireo"
"11347",2001-07-06,17574547,"least bell's vireo"
"11348",2001-07-16,17574547,"least bell's vireo"
"11349",2003-04-17,17574547,"least bell's vireo"
"11350",2003-04-29,17574547,"least bell's vireo"
"11351",2003-05-15,17574547,"least bell's vireo"
"11352",2003-05-29,17574547,"least bell's vireo"
"11353",2003-06-10,17574547,"least bell's vireo"
"11354",2003-06-22,17574547,"least bell's vireo"
"11355",2003-07-03,17574547,"least bell's vireo"
"11356",2003-07-14,17574547,"least bell's vireo"
"11357",2005-04-29,17574547,"least bell's vireo"
"11358",2005-05-11,17574547,"least bell's vireo"
"11359",2005-05-25,17574547,"least bell's vireo"
"11360",2005-06-05,17574547,"least bell's vireo"
"11361",2005-06-15,17574547,"least bell's vireo"
"11362",2005-06-27,17574547,"least bell's vireo"
"11363",2005-07-07,17574547,"least bell's vireo"
"11364",2005-07-17,17574547,"least bell's vireo"
"11365",2017-04-28,17574547,"arroyo toad"
"11367",2017-05-01,17574547,"arroyo toad"
"11369",2017-05-22,17574547,"arroyo toad"
"11371",2017-06-09,17574547,"arroyo toad"
"11373",2017-06-21,17574547,"arroyo toad"
"11375",2017-06-27,17574547,"arroyo toad"
"11377",2017-06-30,17574547,"arroyo toad"
"11379",2017-05-08,17574547,"least bell's vireo"
"11380",2017-05-18,17574547,"least bell's vireo"
"11381",2017-05-30,17574547,"least bell's vireo"
"11382",2017-06-09,17574547,"least bell's vireo"
"11383",2017-06-20,17574547,"least bell's vireo"
"11384",2017-06-30,17574547,"least bell's vireo"
"11385",2017-07-12,17574547,"least bell's vireo"
"11386",2017-07-25,17574547,"least bell's vireo"
"11387",2017-05-09,17574547,"least bell's vireo"
"11388",2017-05-23,17574547,"least bell's vireo"
"11389",2017-06-03,17574547,"least bell's vireo"
"11390",2017-06-14,17574547,"least bell's vireo"
"11391",2017-06-27,17574547,"least bell's vireo"
"11392",2017-07-07,17574547,"least bell's vireo"
"11393",2018-07-18,17574547,"least bell's vireo"
"11394",2017-07-28,17574547,"least bell's vireo"
"11403",2004-11-20,17574597,"rainbow trout"
"11407",2004-11-20,17574597,"arroyo chub"
"11411",2004-11-20,17574597,"santa ana sucker"
"11415",2004-10-25,17567911,"rainbow trout"
"11418",2004-11-02,17567911,"rainbow trout"
"11419",2004-10-25,17567911,"arroyo chub"
"11422",2004-11-02,17567911,"arroyo chub"
"11423",2004-10-25,17567911,"santa ana sucker"
"11426",2004-11-02,17567911,"santa ana sucker"
"11427",2004-12-08,17567923,"rainbow trout"
"11432",2004-12-08,17567923,"arroyo chub"
"11437",2004-12-08,17567923,"santa ana sucker"
"11442",2017-05-01,17570119,"arroyo toad"
"11444",2010-05-01,17570119,"arroyo toad"
"11445",2011-05-01,17570119,"arroyo toad"
"11446",2012-05-01,17570119,"arroyo toad"
"11447",2013-05-01,17570119,"arroyo toad"
"11448",2014-05-01,17570119,"arroyo toad"
"11449",2015-05-01,17570119,"arroyo toad"
"11450",2016-05-01,17570119,"arroyo toad"
"11454",2004-11-29,17567703,"rainbow trout"
"11456",2004-11-20,17567703,"rainbow trout"
"11458",2004-11-29,17567703,"arroyo chub"
"11460",2004-11-20,17567703,"arroyo chub"
"11462",2004-11-29,17567703,"santa ana sucker"
"11464",2004-11-20,17567703,"santa ana sucker"
"11466",2004-11-20,17574825,"rainbow trout"
"11467",2004-11-20,17574825,"arroyo chub"
"11468",2004-11-20,17574825,"santa ana sucker"
"11469",2004-11-20,17574771,"rainbow trout"
"11470",2004-11-20,17574771,"arroyo chub"
"11471",2004-11-20,17574771,"santa ana sucker"
"11472",2004-11-08,17572973,"rainbow trout"
"11474",2004-11-08,17572973,"arroyo chub"
"11476",2004-11-08,17572973,"santa ana sucker"
"11478",2004-09-05,17570371,"rainbow trout"
"11480",2004-09-04,17570371,"rainbow trout"
"11481",2004-09-05,17570371,"arroyo chub"
"11483",2004-09-04,17570371,"arroyo chub"
"11484",2004-09-05,17570371,"santa ana sucker"
"11486",2004-09-04,17570371,"santa ana sucker"
"11487",2004-09-19,17570189,"rainbow trout"
"11488",2004-09-19,17570189,"arroyo chub"
"11489",2004-09-19,17570189,"santa ana sucker"
"11490",2004-11-20,17573701,"rainbow trout"
"11491",2004-11-20,17573701,"arroyo chub"
"11492",2004-11-20,17573701,"santa ana sucker"
"11493",2004-11-20,17574531,"rainbow trout"
"11494",2004-11-20,17574531,"arroyo chub"
"11495",2004-11-20,17574531,"santa ana sucker"
"11496",2014-05-01,17572335,"arroyo toad"
"11497",2015-05-01,17572335,"arroyo toad"
"11498",2016-05-01,17572335,"arroyo toad"
"11499",2017-05-01,17572335,"arroyo toad"
"11501",2004-12-10,17567303,"rainbow trout"
"11502",2004-12-10,17567303,"arroyo chub"
"11503",2004-12-10,17567303,"santa ana sucker"
"11504",2004-11-20,17574593,"rainbow trout"
"11505",2004-11-20,17574593,"arroyo chub"
"11506",2004-11-20,17574593,"santa ana sucker"
"11507",2004-09-30,17568003,"rainbow trout"
"11508",2004-09-29,17568003,"rainbow trout"
"11510",2004-09-30,17568003,"arroyo chub"
"11511",2004-09-29,17568003,"arroyo chub"
"11513",2004-09-30,17568003,"santa ana sucker"
"11514",2004-09-29,17568003,"santa ana sucker"
"11516",2004-10-28,17567765,"rainbow trout"
"11521",2004-10-28,17567765,"arroyo chub"
"11526",2004-10-28,17567765,"santa ana sucker"
"11531",2004-12-10,17567345,"rainbow trout"
"11532",2004-12-10,17567345,"arroyo chub"
"11533",2004-12-10,17567345,"santa ana sucker"
"11534",2004-09-30,17568041,"rainbow trout"
"11539",2004-09-30,17568041,"arroyo chub"
"11544",2004-09-30,17568041,"santa ana sucker"
"11549",2004-10-13,17568039,"rainbow trout"
"11550",2004-10-15,17568039,"rainbow trout"
"11551",2004-10-13,17568039,"arroyo chub"
"11552",2004-10-15,17568039,"arroyo chub"
"11553",2004-10-13,17568039,"santa ana sucker"
"11554",2004-10-15,17568039,"santa ana sucker"
"11555",2017-05-01,17569963,"arroyo toad"
"11556",1991-05-01,17569963,"arroyo toad"
"11557",1992-05-01,17569963,"arroyo toad"
"11558",2002-05-01,17569963,"arroyo toad"
"11559",2003-05-01,17569963,"arroyo toad"
"11560",2004-05-01,17569963,"arroyo toad"
"11561",2005-05-01,17569963,"arroyo toad"
"11562",2010-05-01,17569963,"arroyo toad"
"11563",2011-05-01,17569963,"arroyo toad"
"11564",2012-05-01,17569963,"arroyo toad"
"11565",2013-05-01,17569963,"arroyo toad"
"11566",2014-05-01,17569963,"arroyo toad"
"11567",2015-05-01,17569963,"arroyo toad"
"11568",2016-05-01,17569963,"arroyo toad"
"11570",2014-05-01,17569963,"southwestern pond turtle"
"11601",2017-05-09,17575719,"least bell's vireo"
"11602",2017-05-22,17575719,"least bell's vireo"
"11603",2017-06-02,17575719,"least bell's vireo"
"11604",2017-06-13,17575719,"least bell's vireo"
"11605",2017-06-26,17575719,"least bell's vireo"
"11606",2017-07-06,17575719,"least bell's vireo"
"11607",2017-07-17,17575719,"least bell's vireo"
"11608",2017-07-27,17575719,"least bell's vireo"
"11609",2004-12-04,17574189,"rainbow trout"
"11611",2004-12-04,17574189,"arroyo chub"
"11613",2004-12-04,17574189,"santa ana sucker"
"11615",2004-10-04,17567931,"rainbow trout"
"11616",2004-10-14,17567931,"rainbow trout"
"11617",2004-10-04,17567931,"arroyo chub"
"11618",2004-10-14,17567931,"arroyo chub"
"11619",2004-10-04,17567931,"santa ana sucker"
"11620",2004-10-14,17567931,"santa ana sucker"
"11621",2004-11-15,17572817,"rainbow trout"
"11622",2004-11-15,17572817,"arroyo chub"
"11623",2004-11-15,17572817,"santa ana sucker"
"11624",2004-12-10,163864402,"rainbow trout"
"11625",2004-12-10,163864402,"arroyo chub"
"11626",2004-12-10,163864402,"santa ana sucker"
"11627",2004-11-20,17574807,"rainbow trout"
"11628",2004-11-19,17574807,"rainbow trout"
"11629",2004-11-20,17574807,"arroyo chub"
"11630",2004-11-19,17574807,"arroyo chub"
"11631",2004-11-20,17574807,"santa ana sucker"
"11632",2004-11-19,17574807,"santa ana sucker"
"11633",2004-09-30,17568005,"rainbow trout"
"11635",2004-09-30,17568005,"arroyo chub"
"11637",2004-09-30,17568005,"santa ana sucker"
"11639",2005-08-26,17575805,"arroyo chub"
"11690",2005-08-26,17575805,"santa ana sucker"
"11734",2005-08-26,17575805,"rainbow trout"
"11738",2004-09-19,17570323,"rainbow trout"
"11739",2004-09-19,17570323,"arroyo chub"
"11740",2004-09-19,17570323,"santa ana sucker"
"11741",2004-10-07,17567737,"rainbow trout"
"11742",2004-10-07,17567737,"arroyo chub"
"11743",2004-10-07,17567737,"santa ana sucker"
"11744",2000-05-31,17574607,"least bell's vireo"
"11745",2000-07-10,17574607,"least bell's vireo"
"11746",2001-05-15,17574607,"least bell's vireo"
"11747",2001-06-13,17574607,"least bell's vireo"
"11748",2001-06-26,17574607,"least bell's vireo"
"11749",2001-07-06,17574607,"least bell's vireo"
"11750",2001-07-16,17574607,"least bell's vireo"
"11751",2003-05-19,17574607,"least bell's vireo"
"11752",2003-06-04,17574607,"least bell's vireo"
"11753",2003-06-16,17574607,"least bell's vireo"
"11754",2003-06-26,17574607,"least bell's vireo"
"11755",2003-07-01,17574607,"least bell's vireo"
"11756",2003-07-11,17574607,"least bell's vireo"
"11757",2005-04-22,17574607,"least bell's vireo"
"11758",2005-05-01,17574607,"least bell's vireo"
"11759",2005-05-20,17574607,"least bell's vireo"
"11760",2005-06-01,17574607,"least bell's vireo"
"11761",2005-06-14,17574607,"least bell's vireo"
"11762",2005-06-25,17574607,"least bell's vireo"
"11763",2005-07-06,17574607,"least bell's vireo"
"11764",2005-07-16,17574607,"least bell's vireo"
"11765",2007-09-28,17574871,"santa ana sucker"
"11766",2007-09-28,17574871,"arroyo chub"
"11767",2007-09-28,17574871,"rainbow trout"
"11768",2004-11-20,17567601,"rainbow trout"
"11769",2004-11-20,17567601,"arroyo chub"
"11770",2004-11-20,17567601,"santa ana sucker"
"11771",2008-06-12,17569153,"rainbow trout"
"11773",2008-06-12,17569153,"arroyo chub"
"11774",2008-06-12,17569153,"santa ana sucker"
"11775",2004-11-20,17574293,"rainbow trout"
"11778",2004-11-20,17574293,"arroyo chub"
"11781",2004-11-20,17574293,"santa ana sucker"
"11784",2004-10-01,17567965,"rainbow trout"
"11786",2004-09-30,17567965,"rainbow trout"
"11788",2004-10-01,17567965,"arroyo chub"
"11790",2004-09-30,17567965,"arroyo chub"
"11792",2004-10-01,17567965,"santa ana sucker"
"11794",2004-09-30,17567965,"santa ana sucker"
"11796",2008-06-12,17569185,"rainbow trout"
"11799",2008-06-12,17569185,"arroyo chub"
"11800",2008-06-12,17569185,"santa ana sucker"
"11801",2004-12-01,17569185,"rainbow trout"
"11803",2004-12-01,17569185,"arroyo chub"
"11805",2004-12-01,17569185,"santa ana sucker"
"11807",2004-10-05,17568157,"rainbow trout"
"11808",2004-10-05,17568157,"arroyo chub"
"11809",2004-10-05,17568157,"santa ana sucker"
"11810",2004-12-10,17570347,"rainbow trout"
"11811",2004-12-10,17570347,"arroyo chub"
"11812",2004-12-10,17570347,"santa ana sucker"
"11813",2017-04-28,17574017,"arroyo toad"
"11814",2017-05-01,17574017,"arroyo toad"
"11815",2017-05-22,17574017,"arroyo toad"
"11816",2017-06-09,17574017,"arroyo toad"
"11817",2017-06-21,17574017,"arroyo toad"
"11818",2017-06-27,17574017,"arroyo toad"
"11819",2017-06-30,17574017,"arroyo toad"
"11820",2004-12-04,17574195,"rainbow trout"
"11821",2004-12-04,17574195,"arroyo chub"
"11822",2004-12-04,17574195,"santa ana sucker"
"11823",2004-10-25,17567609,"rainbow trout"
"11824",2004-10-25,17567609,"arroyo chub"
"11825",2004-10-25,17567609,"santa ana sucker"
"11826",2004-11-20,17574529,"rainbow trout"
"11827",2004-11-20,17574529,"arroyo chub"
"11828",2004-11-20,17574529,"santa ana sucker"
"11829",2004-11-16,17572735,"rainbow trout"
"11830",2004-11-18,17572735,"rainbow trout"
"11831",2004-11-16,17572735,"arroyo chub"
"11832",2004-11-18,17572735,"arroyo chub"
"11833",2004-11-16,17572735,"santa ana sucker"
"11834",2004-11-18,17572735,"santa ana sucker"
"11835",2008-06-12,17569181,"rainbow trout"
"11858",2008-06-12,17569181,"arroyo chub"
"11859",2008-06-12,17569181,"santa ana sucker"
"11870",2004-11-20,17567707,"rainbow trout"
"11871",2004-11-20,17567707,"arroyo chub"
